reviewerID,reviewText,overall,asin,helpful,reviewerName,unixReviewTime,summary,reviewTime
A1T1YSCDW0PD25,thought great work great first wasn long until start streak few month believ streak veri notic annoy,2.0,B000CD6GLM,"[0, 0]",A. Wiersch,1266710400,Wouldn't buy again - only worked great at first,"02 21, 2010"
A30GWXSWA6QCD7,2 day instal notic driver side wiper look loos crook went inspect littl plastic piec lock onto wiper crack figur dud return amazon sent new one right away time blade last month same exact thing happen same plastic piec crack mayb handl cold weather someth veri thin cheap plastic usual buy bosch brand wiper amazon sale 2 20 gave tri ll stick bosch now,1.0,B000CD6GLM,"[0, 0]",Steve,1391385600,Plastic piece broke twice,"02 3, 2014"
A3D4VYPFBI08C,hard instal compar brand go return rain x brand futur even though cost more save finger get bloodi,2.0,B000CD6HN4,"[0, 0]",cincinnati Jake,1385251200,Way hard to install,"11 24, 2013"
AQHJXW7L8PJGL,pick one up indic d fit dodg calib unfortun didn want deal hassl return instead remov blade wiper itself slide old oem one work fine do lot more headach quick easi swap certain prefer,1.0,B000CD6HN4,"[0, 3]",Joshtalgia,1374796800,Doesn't fit '07 Dodge Caliber,"07 26, 2013"
A3FPTGF6TRQGA6,disappoint valeo wiper expens fail deliv better perform cheaper wiper fact began streak notic two three vehicl instal one month use don wast money cheaper wiper refil,2.0,B000CD6HN4,"[0, 0]",Renaissance Man,1265328000,Not very good,"02 5, 2010"
A1R4R7Y8M8THQ8,car windshield lost one piec drive rain don know came complet without warn,2.0,B000CD6HN4,"[0, 0]",reverseC,1358467200,It never fitted good,"01 18, 2013"
A1MNX0HKE40X7W,purchas honda accord align terribl contour windshield miss 4 5 34 windshield wipe more posit align experi truck thus 2 star instead 1,2.0,B000CD6HN4,"[0, 0]",Tech-Guru,1399161600,Poorly aligned to the contours of my windshield,"05 4, 2014"
A3FN77M2238QY2,veri small car suv truck larg car tire fit well between ridg deform product fasten mat down 4 tapcon concret screw each 2 inch long garag slab lead edg mat tore screw fold up adhes strip behind mat useless better result 2 x 4 piec fir pine concret screw garag slab aim car perfect park mat wide tire return damag use due faulti design wast money,1.0,B000CEE62W,"[7, 8]",JIm,1367625600,waste of money,"05 4, 2013"
A2ZNDLI2VULCM0,didnt work gimmick dont take product anyth better product claim same thing,2.0,B000CIPUR8,"[0, 0]",Priest,1357084800,Meh...,"01 2, 2013"
A1E752HE229Q0Y,origin purchas deltran batteri tender jr 021 0123 keep batteri vehicl charg 8217 advertis be capabl do packag batteri tender charg batteri car within 72 hour window turn built timer call deltran 877 456 7901 told custom servic deltran batteri tender jr small use car truck batteri purchas deltran batteri tender plus eventu purchas deltran batteri tender plus 021 0128 deltran 12 5 ft extens lead dbt081 0148 12 deltran batteri tender jr work fine walk behind lawn mower electr start fine anyth small batteri suggest purchas deltran batteri tender plus option use more equip deltran chang label deltran batteri tender jr 8217 realli intend car truck batteri check out batterytend com deltran 8217 complet line,2.0,B000CITK8S,"[1, 1]",Allworkandnoplay,1392681600,Too small for car/truck batteries per Deltran Customer Service,"02 18, 2014"
AKLUFVL8A311U,one paid way much bought top three 12v scooter batteri befor daisi chain 36v scooter out recent same 4 small scooter batteri burnt out befor done m buy real sc 300a charger maintain paid thing miniscul 0 75amp compar 3 0amp sc 300a both come same 3 connector,1.0,B000CITK8S,"[2, 8]","John Bean ""beaner""",1324252800,JUNK don't last long - don't waste your money,"12 19, 2011"
AIZI6Q5ENAM6W,mani mani year use batteri tender jr store batteri problem light green red light indic bad connect tender dead case chuck buy new one last year garag went up flame caus determin investig local fire captain fire marshal privat investig hire insur compani batteri tender jr thing plug oper garag plug lawn tractor m sure old tender caus fire thursday even light green indic work proper less 36 hrs later malfunct appar overh enough ignit wall behind anoth review comment becam hot melt case veri lucki happen brand don know don want find out person experi m go tri anoth name brand tender now,1.0,B000CITK8S,"[5, 7]",Mike,1380326400,BEWARE One changed my life forever.,"09 28, 2013"
A1QA8CFOV2I62J,batteri brand new bare use bought batteri tender keep batteri charg lack use batteri tender jr top charg within 15 30 minut first 4 time use tender fifth time tender charg light stay red phone deltran discuss first person interrupt first sentenc tell take up 72 hour charg tri tell don use batteri 4 previous charg take minut sudden 5 differ kept innterrupt lectur finish talk clue provid usabl inform didn explain happen went lectur excess let talk final ask anoth technician excel coupl test phone indic light pass function test stay red connect batteri one thing learn two hour charger hot warm touch later brother test charger give power batteri fine amz return polici expir two month purchas email deltran see get replac haven heard back,1.0,B000CITK8S,"[11, 14]",Pat,1303689600,died after four once-a-month uses,"04 25, 2011"
A1RFB1K0ZS0JVP,probabl good filter didn fit applic amazon made right sure fit car befor buy,1.0,B000CIXOXA,"[0, 1]",Dan'l,1384732800,Wrong Part,"11 18, 2013"
A9C7OR52SNTS9,havent need took out packag look realli dont think fit need prevent ice snow winshield flexibl enough lay flat against winshield work ok sun shade insid though,2.0,B000CMHVBC,"[0, 0]","Daniel J. ""Montana Dan""",1379462400,Not really what I needed,"09 18, 2013"
A3Q5ZII5NII7GE,full size sedan windshield cover small tend 34 ride up 34 window keep wiper cover,1.0,B000CMHVBC,"[0, 0]","K. Royal ""Royalty""",1360022400,too small,"02 5, 2013"
A35LSGTF3H8BYV,bought one amazon warehous came lower tool tray crack front wheel bolt obvious custom return still bad design easi over tighten bolt snap plastic want littl seat cheap doubt pass down kid view item good deal run re buy item qualiti pros size nice compact enough save knee backpric 21 amazon warehouselook cool add charact shop garagecon qualiti veri gooddur plastic tool tray veri thin doubt one day shatter piec,2.0,B000COC67E,"[1, 1]",MJ,1387843200,Very cheap but does the job,"12 24, 2013"
A20361V1Y2GZ5X,whole thing made plastic over tighten even tiniest bit strip plastic thread end hand plastic piec longer secur hood car veri fine balanc between loos snug tight kit screw star nut hand tighten down nozzl hood feel nut get bit snug sudden littl resist feel went noth realiz plastic thread plastic screw strip out plastic nut left wiper nozzl now freeli move around hood car despit tri glue down use electr tape keep one spot veri annoy bare put signific amount pressur nut,1.0,B000COCTXA,"[1, 1]",Jason Kim,1385337600,Wouldn't recommend this kit.  Too easy to destroy,"11 25, 2013"
AL3F5YDT1M47D,ok think way overpr product buy defiant overpr basic bag attach noth yes place lock kay place attach noth,1.0,B000COMXCM,"[0, 0]",Iggy,1385337600,Not so grate,"11 25, 2013"
AH3QW8UQ4ULZN,2000 bmw 323i 5 speed transmiss went rought instead smooth product claim flush 2 month dark black smell veri old transmiss oil refil royal purpl dont redlin,1.0,B000CPCBEG,"[0, 5]",Batman,1343174400,My BMW didn't like it,"07 25, 2012"
A1CRDSD6LXSAW7,read such rave review everywher decid chang manual tran oil mazda 3 red line chang approxim 50k mile unfortun m happi result main reason decid chang red line read suppos better cold weather stock oil figur 50k reason time chang yes earlier manual recommend stock oil veri stiff shift temp teen below shift fine part warm up warm weather now ve put red line shift frustrat notch y time difficult first second gear warm up doesn smooth out inde less stiff cold cost poor shift rest time 5 month now realli wish didn chang oil m think ll end up switch someth back whatev stock summer much 34 improv shiftabl 34 34 help prevent hard shift 34 wish share one success,2.0,B000CPCBEQ,"[1, 4]",jbr,1363219200,Didn't work well for my Mazda 3. Wish I didn't change it.,"03 14, 2013"
A130TXFUMTSTRE,use mobil 1 1 30 ax15 5 speed manual tran yj work fine everyon stuff use switch now shifter harder engag need go first revers good mobil 1 more expens,1.0,B000CPCBEQ,"[0, 1]",Tim,1396224000,"Used in my TJ wrangler trans, not good results","03 31, 2014"
A20J9UEYG47LZL,redlin mt90 transmiss fluid 2008 mazdaspeed3 1200 mile although redlin recommend onlin forum work well shift 1st 2nd gear until car warm up temperatur live alway abov 50 degre redlin probabl fine vehicl anyway replac redlin fluid ford xt m5 qs fluid solv problem shift feel butteri smooth car pleasur drive again,2.0,B000CPCBEQ,"[0, 0]",W. Richter,1398556800,Didn't work very well in Mazdaspeed3 when cold,"04 27, 2014"
A1E3RTMBHQ2RJE,14 quart now atf amazon keep price 10 49 per bottl otherwis point buy amazon local auto race store sell 10 49 perform 3 drain refil car seen differ shift fluid get dark veri fast drive few mile unlik atf,1.0,B000CPI5XM,"[2, 22]","Pen Name ""Turk""",1306368000,$14? Are you kidding?,"05 26, 2011"
A3L63YZGH1ET8Y,suppos slip well ta smash scare tri trailer hitch light wan na see return,2.0,B000CPI6VI,"[0, 0]","A. GUINTU ""bargainDOGG""",1372636800,too tight.. maybe a bad piece,"07 1, 2013"
A3VDO5M0017V3S,adapt work certain function such brake light turn signal miss center pin ground need run light work purchas anoth manufactur unit elsewher system now work fine cheap inadequ part,1.0,B000CPI6VI,"[2, 3]",T. H. Stauffer,1366243200,Only Does Part of the Job,"04 18, 2013"
A3AO1KANO9RKHI,replac honda fit horn disappoint review loud correct sound stock horn wast time money,1.0,B000DINKPQ,"[0, 1]",Gary,1391904000,NOT LOUD AT ALL,"02 9, 2014"
A280OHBQPWMN9D,sound better oem horn bike work littl over year croak,2.0,B000DINKPQ,"[0, 0]",Jared,1392508800,Sounded better......,"02 16, 2014"
AA731OM2RMNMY,el grand translat largest hope fiamm isn woman own compani otherwis ve live live full disappoint want attent driver don instal horn instead keep glove box simpli throw car driver piss fiamm use room full bitchi ex wive design target,1.0,B000DLBIGG,"[7, 19]",jtrumpio,1347580800,Meh...  They aren't as loud as everybody says.,"09 14, 2012"
A2R02EPJS5O7QP,bought spray color stain tri out oil base enamel paint first thin enamel rustoleum 30 40 befor spray proper yes work thin materi close viscos water good finish minim overspray easi applic next tri latex stain even thin 50 60 spray well total useless materi water clean up requir lot scrub paint get air passag end up be blow dri m glad less 55 mine worth retail price buy spray can instead clean up less expens,2.0,B000DZBP60,"[1, 2]","80s dude ""md""",1186790400,An expensive alternative to spray cans,"08 11, 2007"
A29OH3JI952QW3,u buy unit sake use water clean up materi doin lot unlik oth hvlp system use urathan fine finish unit get materi everywher most don want,1.0,B000DZBP60,"[16, 22]","Dan Briggs ""woodworker""",1151539200,OVERSPRAY,"06 29, 2006"
A2TT3U4U8NMWEL,perform noth advertis veri weak easili overspray area use indoor make sure thing cover don everyth sprinkl paint found out stop paint job hand basic store away forev now never use again fulli disagre high volum low pressur product claim volum output actual veri low sprink good solid wall paint those cheap spray paint better use paintbrush roller faster better control,1.0,B000DZBP60,"[2, 4]",JX,1295481600,BIG disappointment,"01 20, 2011"
A3K7PWRX8GXJZP,k n filter best use major problem descript state filer work 2003 flhtcui ultra classic electra glide bought 4 think due descript say work bike went thru two filter think first one defect bought chang out oil filter hous think went bad instal third one still leak bad take ride final look anoth site saw work bike kn 170 work kn171 reason m give two star due incorrect descript end up cost lot money 49 84 4 filter 65 00 part lot hour chang out unneed part first time down amazon incorrect descript took long chang out part refund 114 84 thrown out window 6 hour labor frustrat,2.0,B000E28C7M,"[1, 1]",Bomber19555,1403827200,Filter Does Not Work On A 2003 Harley Davidson Ultra Classic Electra Glide (FLHTCUI),"06 27, 2014"
A4M93AOUPNAAD,200 300 mile realiz leak under sv1000s investig o ring dri rot tell long thing sat shelf befor sent guess problem happen buy local store nonetheless frustrat,1.0,B000E2CVDI,"[1, 1]",Knappy,1395100800,Installed then realized that the O-Ring was bad,"03 18, 2014"
A6DF9OQYVGS8X,filter now come korea china etc longer usa made read forum manufactur move oversea filtrat percentag decreas price charg doesn seem worth anymor usual stick oem filter vfr yes 17mm nut nice m go spend more risk filtrat eas instal,2.0,B000E2CVIS,"[5, 5]",adg44,1388880000,Disappointing - Not the same K&N filters from a few years ago,"01 5, 2014"
A1J1S9E53DNAP6,ll notic five star review go back coupl year bag obvious made nylon canva qualiti product manufactur chang cheap piec plastic materi look world larg admit reinforc hefti bag plastic insid out type reinforc fiber woven through feel 6 7mil thick accompani warn ad down piec tailpip well heed even exhaust 7 8 inch away melt product speak melt serious doubt durabl product extrem cold becom stiff work crack desir outcom good thing obvious waterproof good zipper system built unfortun keep actual took out box think mayb insid canva move plastic coat outsid better weather protect well onc out box open defi normal human roll back up size fit back box oh pictur box came repres insid box amazon simpli use advertis literatur provid manufactur although still remov inventori sell 25 obvious worth find yourself higher qualiti product last more few trip cost littl more end worth unfortun one veri few product correct size rear hitch carrier late edit product remain question amazon came through typic custom orient fashion made good promis look issu item delet inventori appropri,1.0,B000E7WLJW,"[81, 89]","tom4416 ""bookie monster""",1346284800,Oversize Hefty trash bag,"08 30, 2012"
A3UPZQW5BN338G,month ago review here tacoma 2 7l owner talk purol filter be restrict caus excess valv nois possibl contribut earli demis engin don know review went have use wix purol filter exclus 2008 tacoma notic occas except valvey sound though equat particular oil filter be last oil chang replac purol toyota filter use same weight mobil 1 oil alway use valv nois went away realiz now old corolla went through period thought valv nois excess probabl purol hate purol alway consid fantast filter mayb don play well toyota go stick toyota filter now edit final found review seen post purol pl14476 corolla filter instead one thought now 2 review talk same issu,1.0,B000E8P77O,"[5, 9]",G. Richburg,1352246400,Filtrate too dense?,"11 7, 2012"
A2RW8UPMROVVH0,pure one oil filter grossli over hype m say bad filter much better same price prefer mann mahl oil filter both made europ canist 100 heavier pure one avail everywher intend oem part don purchas fram oil filter fail veri poor manufactur wix good product fram fail mayb anyth fram best advic,2.0,B000E8T80Q,"[0, 1]",IngSoc,1374796800,Pure One Oil Filter,"07 26, 2013"
A2RW8UPMROVVH0,pure one oil filter grossli over hype m say bad filter much better same price prefer mann mahl oil filter both made europ canist 100 heavier pure one avail everywher intend oem part don purchas fram oil filter fail veri poor manufactur wix good product fram fail fram anoth way call someth failur,2.0,B000E8T810,"[0, 8]",IngSoc,1374796800,Pure One Oil Filter,"07 26, 2013"
A1E3RTMBHQ2RJE,filter one best price one worst market one 5 38 kmart even want buy amazon,1.0,B000E8T810,"[2, 39]","Pen Name ""Turk""",1283040000,Price,"08 29, 2010"
A2RW8UPMROVVH0,pure one oil filter grossli over hype m say bad filter much better same price prefer mann mahl oil filter both made europ canist 100 heavier pure one avail everywher automot mcdonald big mac intend oem part don purchas fram oil filter fail veri poor manufactur wix good product fram fail,2.0,B000E8V9RG,"[1, 5]",IngSoc,1374796800,pure1,"07 26, 2013"
A1U26EX9AE6TUQ,purchas juli 2013 use 7 500 mile care cut open longacr tool media tear attach pleat end cap pic curious page review allow pictur upload take look over bitog forum pictur filter thrown away uncut peopl never know problem guess make video m done purol few decad wast time,1.0,B000E8V9RG,"[0, 0]",K. Marsh,1404172800,Media torn,"07 1, 2014"
A3UH4LDZQNCQ1F,m sure expect order licens plate shield order two nouveau frame go along pair togeth didn live up expect licens plate stuck out slight around edg wasn dig look gave friend seem more happi each aren,2.0,B000E9C21M,"[1, 2]","Jimmie Lightner ""MrWizardno2""",1216252800,Unimpressed,"07 17, 2008"
A2JMJVNTBL7K7E,warn result vari especi don fix crack immedi both car windshield crack one long crack right side middel glass more recent crack more 1 diamet crack ve wash car use windshield fluid drive 2 month befor bought kit attempt repair result good visibl befor repair ve done step step instruct given think pressur inject epoxi crack enough pressur doesn realli gap use remain liquid epoxi repair long crack surpris littl improv long crack say good product even patent patent number print blister pack buyer warn repair crack asap without wash car drive under dusti condit even clean crack area cleaner spray mac comput good still good enough dirt alreadi gotten gap think good luck repair rememb time essenc,2.0,B000EA5WLS,"[2, 3]","K. Lin ""yesuaini99""",1314921600,Not as good as I had hoped...,"09 2, 2011"
A1N5P0DFOKEXIY,bought main cheap sometim passeng difficulti climb tj onc instal look total ridicul roll bar huge look veri out place qualiti product seem decent appear vehicl don,2.0,B000EAIERW,"[1, 1]",PC96,1363305600,Ridiclous looking once installed,"03 15, 2013"
A26DG05WFGH2V0,veri disappoint product purchas product base great review here label industri machineri cleaner rebuild mobil scooter want clean greas out transmiss drain oil out transmiss dissembl soak case night tri differ mixtur absolut noth dawn dish wash liquid better job product residu just smear chemic didn dissolv greas stain won purchas again sure,1.0,B000EALHHG,"[2, 2]",Gary Parlato,1379808000,Very Disapointing,"09 22, 2013"
A1YUWK0O71JG0W,bought pair one year ago base good review cheapli made stay place strap poor qualiti fit easili tension alreadi tore one strap up complet render useless left one pictur mislead way look probabl someth repeat pile up back red light battl reloc posit thing comfort manag keep place alreadi start look altern don buy,2.0,B000EBICHI,"[0, 0]",Muttley,1399248000,regret after one year of use,"05 5, 2014"
A3JF20DXYQO8NG,product look good pad bit thin elast strap secur vertic back cushion stretch easili lose elast veri quick therefor allow back move far much seat cushion four veri thin hold down strap depend tini plastic hook secur place seat cushion constant come loos hook small bare grip car seat base plastic surround more robust secur system adequ product present form keep look 5 star review snooker purchas m glad product work review fail miser use bmw seat,2.0,B000EBICHI,"[3, 3]",Westech,1346716800,Not well made,"09 4, 2012"
AEGMG7KV9DQ87,rubber way soft 4 tore within three day need made neoprem someth stronger won buy again,1.0,B000EDOT82,"[1, 1]",MLPJ,1386028800,Rubber is way to soft,"12 3, 2013"
A3A22UTNU41DGP,screen door metal insert closur kit work close without major modif recommend manufactur clearer work see lot rvs live type devic useless peopl wast money buy,1.0,B000EDOT9Q,"[0, 0]",ewokinco,1403740800,Does not work for an Artic Fox 26X Travel Trailer Screen Door,"06 26, 2014"
ARQ4S8DK649FA,kit work way thought hard time keep spring attach door rv bodi spring strong kept pull screw out door rv bodi use item end up use recommend kit,2.0,B000EDOT9Q,"[0, 0]",J. Jones,1370044800,Screen door closure Kit.,"06 1, 2013"
A2OKRGHIYTBQ6P,although consid myself reason handi never find way instal screen door closur kit winnebago itasca motorhom none exampl cite instruct appli screen door fortun less six buck invest great loss throw kit away,1.0,B000EDOT9Q,"[1, 1]","Lewis A. Edge Jr. ""Happy Traveler""",1370736000,It Does Not Work on my Itasca Motor Home,"06 9, 2013"
A3A22UTNU41DGP,2 purchas one arriv damag flimsi decid solut place sort grill rv screen door whoever make asham rip amazon sell,1.0,B000EDQR3W,"[0, 0]",ewokinco,1381881600,Save your money - worthless and flimsy!,"10 16, 2013"
A1DDKF0720PJ72,level indic work great cool day 65 80 degre outsid use frame 34 foot trailer hot day water insid level expand such degre bubbl longer present first experienc thought liquid leak out next morn cool outsid bubbl miracul reappear result depend level keep trailer level work perman instal frame kept cool until need use be expos hot utah temperatur make level undepend,2.0,B000EDSSDY,"[1, 4]","Courtney S. Putnam ""C.S. Putnam""",1373932800,Great on Cool Days,"07 16, 2013"
A337TPRP65KNEZ,stay place one use push wrong way reset each time use better out,1.0,B000EDST24,"[0, 1]",charles jones,1380758400,piece of crap !,"10 3, 2013"
A16GJXUQW6QUO5,think get devic take look camco screen door cross bar instead pain instal wear quit easili,1.0,B000EDST24,"[0, 1]",clintasaurus,1383436800,RV Door thing,"11 3, 2013"
A1L2DBI8LEJ7JB,found out accid rv simpli push down round handl slider open door rv 2012 keyston springdal tt devic need want tri your manual came rv clear design work way slider spring load vertic dimens,1.0,B000EDST24,"[0, 2]",Mark Gehring,1363305600,Not needed,"03 15, 2013"
A3DLZW0LPYGIW6,ok seem good idea instruct call 9 16 drill bit good luck find sever bit set none size home depot special order obvious made much more sens instal use readili avail tool one spend more instal materi aka unusu size drill bit actual product,2.0,B000EDST24,"[1, 2]",Maverick One,1362787200,Good Idea---Bad Installation,"03 9, 2013"
A2I8LFSN2IS5EO,look descent put up travel trailer floor next day floor day doubl side tape suck need more heavi duti industri type hold doubl side tape put up see white doubl side tape form side look bit ugli impress bought differ organ camp world look way better hold perfect flush past 30 day return sold ebay few buck lost 90 origin purchas price never buy again depend surfac price guess okay hold trailer though,2.0,B000EDUTWM,"[0, 0]",Chris,1374796800,Looks cheap and DOES NOT Hold ... Disappointing.,"07 26, 2013"
A2OAAQEAQ9ES55,purchas 3 good idea work 2 3 week open up rv one day find ground doubl side tape major flaw 2 dvd one 2 empti held up everyth clean wall prior instal still expect thin piec tape hold long anoth thing see white foam tape side attach look poor didn give up though mount small brass l bracket screw now more issu,2.0,B000EDUTWM,"[0, 0]",J. Scott,1370822400,Double-sided tape won't last long,"06 10, 2013"
A1N1VOQXIZC58T,great idea actual wasn tall fit insid camper cabinet measur befor order thought fit realli judg knive fit descript knive thick handl wide blade sit down insid fulli therefor stick up high prevent cabinet door close wast didn use recommend instead buy full knife set holder overal product dimens do thought measur,2.0,B000EDUUFS,"[3, 5]",cullybug 10,1341619200,Make sure it'll fit inside your cabinet door.,"07 7, 2012"
A275L12XC23G9I,start one loath drill door secur tri doubl side tape plastic warp curv stay product cheap sens hold mani bag bit pain use hold much realli push pull bag out replac metal version hang over top door work much better,2.0,B000EDUUJO,"[14, 14]",Dr. Z,1296518400,Replaced with another,"02 1, 2011"
A1SPU4VXN8E8AH,doesn hang veri secur under sink door even gentl put bag out hold hand worri come apart,2.0,B000EDUUJO,"[0, 0]",funstuff,1389571200,for camper,"01 13, 2014"
AB5X63CW9O0R6,buy again here miss sheep skin wrong suspect one domest goat skin smaller one bought doubt pig skin made china made realli compar check close chines product inferior qualiti first packag 4 larg stapl go through skin layer don open care tear doubl back themselv review report hole develop use believ second compani lamb sheep skin lead believ probabl pig domest goat skin hors hide go scratch new car paint hold up long good question bought 2 foot one doubt sheep lamb skin ll review later probabl never use car paint fear scratch new clear coat paint 5 foot one thin enough buf fair well soft acm brand made turkey same size those instruct wash mild soap remov excess cod oil befor use normal see excess oil use mild bar hand soap detail choic one don tell compar see differ amount oil use look unwash asid chines made chamoi import restrict place europ due inferior qualiti decept advertis etc those turkey both detail choic leather skin cut nice rectangular show come larg skin now don write negat review check m say research net done first never bought yes return deduct return fee ship isn worth think mistak lesson learn recommend buy again negat review probabl right mark addendum write review show wife laid dark bedspread mistak left ton hide lint behind vacuum wash hand soap water sink couldn believ amount hide lint water wash twice rins three time still get larg amount hide lint come wife saw way use those car haaa next step hang out side dri use water hose tri stop lint problem m 69 year old use both synthet natur chamoi year never seen anyth match much lint come way wax use anoth negat review rate pos believ right never buy again recommend anyon hope help someon make mistak,1.0,B000EFCPOK,"[38, 44]",Just A Buyer,1356134400,"Detailer's Choice 10X02500 Genuine Leather Chamois, 5 Sq Ft-1 each","12 22, 2012"
A94EFB6F2WH98,chamoi veri thin last long purchas same item two month ago fall apart purchas again realiz chamoi thin hold up repeat usag,1.0,B000EFCPOK,"[1, 1]","Steve ""Steve""",1353196800,Detailer's Choice Chamois,"11 18, 2012"
AO377Z7UORPJ6,purchas garag disappoint titl smart charger actual big linear charger wors charger never shut leav connect long period time took one star bad descript one star charger be turn build qualiti cheap took anoth star overal send unit back,2.0,B000EJQJ1G,"[0, 3]","TheMountainMan ""TheMountainMan""",1335830400,Not a smart charger!,"05 1, 2012"
A1JZFGZEZVWQPY,car driveway decid start wasnt bad now search amazon one higher 400 power start six cylind engin crossfir think ok vehicl four cylind way start v8 fulli charg enough oomph k k model look interest excit have tend charg prevent damag unit work well power less tax thing though pump work well wont start car six cylind up end use mobil compressor air up tire until diedhop help,2.0,B000EJS9IM,"[1, 1]","Carter H ""1amazonreviewer@gmail . com""",1239580800,Disappointing In The End,"04 13, 2009"
AWVTY3OBV3RZW,amazon realli need check cross refer chart 2011 kia lx sorento,1.0,B000EQR990,"[0, 1]","nuffer ""nuff""",1338249600,Doesn't Fit !!,"05 29, 2012"
A1JCH1CT71RROY,happi receiv sooner thought veri disappoint miss stuff box manual etc,2.0,B000EVWDAK,"[1, 1]",ramjr,1367539200,"after reading all great reviews, ordered & received with missing repair solution software, understanding obd2 video, manual, wrt","05 3, 2013"
A3VY9YIPPDQEWD,tri unit out first bought everyth seem ok use month tri again background light longer work use onc prior light burn out late return unit incur ship cost,1.0,B000EVWDU0,"[14, 18]",Bill,1228780800,Backlight no longer working,"12 9, 2008"
A2T9ECMEHSAIG5,give 2 star follow 1 stick out 4 inch dash veri ackward leav dash2 stay even car complet turn off3 call manufactur ask current draw search tell meso base abov point give 2 star don feel comfort leav plug time drain batteri want use tester time time work veri well,2.0,B000EVWDU0,"[0, 1]",Dieselboy,1402876800,Not so good,"06 16, 2014"
A2S05YVU3ROQN1,first unit show voltag total 4 digit second onc car start circlu arrow left top corner display indic charg occur static icon rotat except bar right side display show batteri charg level 3 light indic bottom case forget guess even ad littl batteri icon display serious question accuraci unit second one plug van multipl outlet check 4 unit show 11 4 volt red light wow never issu batteri charg system start car fine unit show 14 8 volt realli went shop everyth check high output altern 120 amp work abov manufactur spec 1000 cold crank amp batteri excel condit exchang unit replac show same odd number now manual download equus wich come unit state issu dirti batteri termin etc etc shop check voltag cigarett lighter regular voltmet show complet differ number even hook up car charger went float charg mean batteri full within 2 minut reason monitor well monitor batteri need accur read see unit,2.0,B000EVWDU0,"[8, 14]",Indiana Consumer,1289865600,Questionable,"11 16, 2010"
A3Q72JUMCBI9WK,innova 3030 diagnost code reader obdii vehiclesi purchas product last month don know read board comput alright want detail report problem have check engin light charg fee complet detail report autozon advanceauto carquest test vehicl free charg provid detail report free fleec america continu onlin compani amazon shame,1.0,B000EVYGQY,"[3, 7]",bulldog,1344470400,FLEECING OF AMERICA,"08 9, 2012"
A3SLC8F6VIWXIR,m surpris mani peopl give high mark seem noth come buy 20 month websit servic interpret read,2.0,B000EVYGQY,"[0, 0]","John T. Horner ""jthorner""",1388880000,Pretty Lame if you don't buy the online extra website access,"01 5, 2014"
A2LUV1LNOEBRGW,batteri test light quit work two three time use don wast,1.0,B000EVYGZA,"[0, 0]",Claudia Bea Ehrlich,1403654400,Don't waste your $$,"06 25, 2014"
AUZINV544Y1ZC,impress multimet control intuit anyon use use multimet batteri check function gimmick comfort meter alway show read even connect anyth,2.0,B000EVYGZA,"[0, 1]",RDR,1382486400,Mildly confusing,"10 23, 2013"
AL3F5YDT1M47D,ok yes know keep everyth place tight doesn look veri tight lot play time,2.0,B000F285EG,"[0, 0]",Iggy,1397260800,I should use tight wraps,"04 12, 2014"
A2AEZQ3DGBBLPR,petit wife stand 5 3 50s cut through top portion harden steel portion lock 75 minut hand saw blade imagin power tool done through lock recommend,1.0,B000F3RYGA,"[1, 5]",Ragnar Danneskjld,1382745600,Was cut open in 75 minutes.  With a hand saw.  By a woman.,"10 26, 2013"
A27A3VQITXJ4LB,two avalanch veri load easi hook up mount come back edit review one blown out one sound funni w o both work order new horn tri mount differ spot unawar mount oem posit eved water proof soo replac differ horn,1.0,B000F5DQWY,"[13, 17]","richierich 59 ""richierich""",1317772800,"sorry,but not waterproof","10 5, 2011"
A13XP8Y6A33IVB,bought reviv plastic actual wrote small articl diy forum ram truck look good first 3 month later black come doesn seem trueli dye more paint color clean prep everyth well don believ issu,2.0,B000FOIJXQ,"[2, 3]",Bronco628,1364256000,Initially good,"03 26, 2013"
A280OHBQPWMN9D,follow instruct 10 wrangler dri 3 4 hour between three coat first time rain finish spot up look terribl veri disappoint,1.0,B000FOIJXQ,"[9, 10]",Jared,1324684800,Did not work.,"12 24, 2011"
A1KY6OX5IXBDZ1,bought wrong jeep return anyway seem veri flimsi screwdriv easili mechan open,2.0,B000FVDJ5M,"[0, 0]",Kenny,1395878400,Not great,"03 27, 2014"
A1R4U9YQRE685X,use 2008 freightlin detroit engin engin good shape tri noth snake oil tell ya pure snake oil,1.0,B000FW7V50,"[2, 14]",J. Shelton,1375747200,Take it from a Truck driver.,"08 6, 2013"
A280OHBQPWMN9D,disappoint well see through bought think mirror use sunblock one see through tast agv helmet mirror faceshield realli mirror updat 1 month silverpl spot up rub rainstorm never use anyth water clean veri diappoint,1.0,B000GGOOZK,"[0, 0]",Jared,1370304000,"Fits well, looks good, but","06 4, 2013"
