reviewText,helpful,overall,reviewerID,unixReviewTime,asin,reviewerName,reviewTime,summary
kit did not work the way i thought it would had hard time keep the spring attach either to the door or rv bodi spring is so strong that it kept pull the screw out of the door or rv bodi would not use this item i end up not use is at all would not recommend this kit,"[0, 0]",2.0,ARQ4S8DK649FA,1370044800,B000EDOT9Q,J. Jones,"06 1, 2013",Screen door closure Kit.
although i consid myself reason handi i could never find way to instal this screen door closur kit on my winnebago itasca motorhom none of the exampl cite in the instruct would appli to my screen door fortun i had less than six buck invest so it was no great loss to throw the kit away,"[1, 1]",1.0,A2OKRGHIYTBQ6P,1370736000,B000EDOT9Q,"Lewis A. Edge Jr. ""Happy Traveler""","06 9, 2013",It Does Not Work on my Itasca Motor Home
decid not to attach it to the counter behind the stove new camper phobia make nice work space put it on the bed when we travel so it doe not rattl,"[0, 0]",3.0,A2N3X00SIGM2PZ,1379721600,B000EDQQK6,Steve,"09 21, 2013",We use it
this item was not squar this make my door close hard due to be angl i notic this at instal and instal it crook to tri to combat it crooked and it has been okay but my young daughter have issu close the door now,"[0, 0]",3.0,A14QGEAXBPH9FQ,1399507200,B000EDQR3W,B. Everly,"05 8, 2014",Not what I expected from Camco
2 of these were purchas and one arriv damag howev they were so flimsi that i decid these were not the solut to place some sort of grill on the rv screen door whoever make these should be asham becaus it is rip off and amazon should not sell them,"[0, 0]",1.0,A3A22UTNU41DGP,1381881600,B000EDQR3W,ewokinco,"10 16, 2013",Save your money - worthless and flimsy!
these don hold as well as i d hope and sometim pop out of place i am look at other option like glu in some sort of seat to make them more secur great idea but need improv,"[0, 0]",3.0,ALUNVOQRXOZIA,1393804800,B000EDQR4Q,Conrad B. Senior,"03 3, 2014",Ok
i gave three star becaus it wouldn fit in my fridg i should have measur so that my fault ill find some other way to use them as they appear veri sturdi,"[0, 0]",3.0,A39TFAWFJ6A7J1,1392681600,B000EDQR4Q,OrangeBlood,"02 18, 2014",Didn't fit my Coleman PopUp fridge
background our travel trailer came with baggag door catch on all of the exterior compart except for the largest one at the rear of the trailer after struggl with this compart for one summer with bungi cord and whatev els i decid to instal proper catch half of the challeng was tri to figur out what this part was call but i guess if you made it here you ve figur that out alreadi my experi the door catch itself seem well made contrari to the previous review mine was veri white much whiter than the white side on the trailer my main complaint is that there are no direct and no mount fasten i instal it by drill two hole in the fibreglass side and then use some drywal type anchor the kind where you insert the plastic plug first and then turn in screw to expand the plastic plug there also was no sealant or gasket so i silicon the backsid of the door catch befor instal and then silicon around the door catch after instal is this the proper way to instal it i have no idea i just hope it last,"[3, 4]",3.0,A1VH3G1343DB1R,1309132800,B000EDQR50,Chris Devries,"06 27, 2011",Lacking directions and fasteners
this level indic work great on cool day 65 80 degre outsid i use it on the frame of my 34 foot trailer on hot day the water insid the level expand to such degre that the bubbl is no longer present when i first experienc this i thought all the liquid had leak out the next morn when it was cool outsid the bubbl had miracul reappear as result i can not depend on this level to keep my trailer level it might work if i had not perman instal it on the frame kept it cool until i need to use it but be expos to the hot utah temperatur make this level undepend,"[1, 4]",2.0,A1DDKF0720PJ72,1373932800,B000EDSSDY,"Courtney S. Putnam ""C.S. Putnam""","07 16, 2013",Great on Cool Days
i had high hope for this but it turn out that it is more of pain than it is worth constant have to turn it as it spin in the door if i could do it again i would not buy this product,"[0, 0]",3.0,A14QGEAXBPH9FQ,1399507200,B000EDST24,B. Everly,"05 8, 2014",Okay at best
would not stay in place ever one who use it push it the wrong way had to be reset each time it was use better off with out it,"[0, 1]",1.0,A337TPRP65KNEZ,1380758400,B000EDST24,charles jones,"10 3, 2013",piece of crap !
if your think about get this devic take look at the camco screen door cross bar instead this is pain in the s to instal and wear quit easili,"[0, 1]",1.0,A16GJXUQW6QUO5,1383436800,B000EDST24,clintasaurus,"11 3, 2013",RV Door thing
not cut and dri solut to open rv screen door from insid work but sometim you have to repeat have to do open to get it to catch,"[0, 0]",3.0,AIB8D3PBB5WFK,1386288000,B000EDST24,israt,"12 6, 2013",Works but.......
i found out by accid that on my rv you can simpli push down on the round handl that is on the slider and that will open the door so at least for my rv 2012 keyston springdal tt this devic is not need you might want to tri it on your too this was not in ani manual that came with my rv but it is clear design to work this way the slider is spring load in the vertic dimens,"[0, 2]",1.0,A1L2DBI8LEJ7JB,1363305600,B000EDST24,Mark Gehring,"03 15, 2013",Not needed
ok this seem like good idea howev the instruct call for 9 16 drill bit good luck find that i have sever bit set and none of them had this size home depot said the could special order it obvious it would have made much more sens to have an instal that use readili avail tool one could spend more on the instal materi aka unusu size drill bit than on the actual product,"[1, 2]",2.0,A3DLZW0LPYGIW6,1362787200,B000EDST24,Maverick One,"03 9, 2013",Good Idea---Bad Installation
it s okay but too mani time you pull bowl out and they all come down with the holder part it s just veri slight shift to unlock it to reload so it doesn take much to accident unlock when you re just tri for one bowl never have that problem with the plate version,"[2, 2]",3.0,ARAKTT5M3DDYA,1323561600,B000EDST6K,JustMe,"12 11, 2011",Not as good as pop-a-plate
these appear to be qualiti item but when i check them at each fill up i am constant have to pound them back in it s onli matter of time befor they litter the highway think i ll just drill hole and use bolt with wingnut,"[0, 0]",3.0,A3N1BZ7190CI3J,1356393600,B000EDUTR2,Mark H,"12 25, 2012",They don't stay in!
the cheapskat who own the trailer befor us grab the old one so i got these they re so so 8230 don stay in veri well but haven lost them yet i d go next time with the one that kind of have rib where it push into the bumper end 8230 they tend to hold better 8230 i think they re even made by camco happi rving,"[0, 1]",3.0,A3LOZE9R8CEYOT,1383868800,B000EDUTR2,MD Handyman,"11 8, 2013","You could probably do better, but these'll do"
these look descent when put up in my travel trailer but where on the floor the next day then on the floor the day after the doubl side tape suck on these and need more heavi duti industri type hold doubl side tape when put up you can see the white doubl side tape form the side and it look bit ugli not impress at all and bought differ organ from camp world that look way better and hold perfect and are flush was past my 30 day return so i sold these on ebay for few buck lost 90 of my origin purchas price i would never buy these again but all depend on the surfac and for the price i guess they would okay for some if they would hold not for me and my trailer though,"[0, 0]",2.0,A2I8LFSN2IS5EO,1374796800,B000EDUTWM,Chris,"07 26, 2013",Looks cheap and DOES NOT Hold ... Disappointing.
purchas for my camper the sticki strip did not hold it up for more then few minut and i had noth in them yet still sit in camper wait for me to come up with someth to hold it up other then that is seem well made,"[0, 0]",3.0,A1SPU4VXN8E8AH,1389571200,B000EDUTWM,funstuff,"01 13, 2014",will do the trick when I get it to hang
purchas 3 good idea and work for about 2 3 week then i open up my rv one day to find them on the ground doubl side tape is major flaw i onli had 2 dvd s in one and other 2 empti so should of held up i did everyth like clean the wall prior to instal but still can expect thin piec of tape to hold it for to long anoth thing is you can see the white foam tape on the side after attach which look poor i didn give up though i mount them with small brass l bracket and screw now and no more issu,"[0, 0]",2.0,A2OAAQEAQ9ES55,1370822400,B000EDUTWM,J. Scott,"06 10, 2013",Double-sided tape won't last long
bought this for our new rv bathroom it look good but won stay where i put it even with the sticki tape,"[0, 0]",3.0,A2C05EH2QE3MKI,1387670400,B000EDUTWM,Read and Ride,"12 22, 2013","Just Ok, doesn't stay put."
this would be great idea if it actual wasn too tall to fit insid our camper cabinet i measur this befor order and thought it would fit but you realli can judg how your knive will fit in it from the descript most of our knive were too thick at the handl or too wide at the blade to sit down insid it fulli therefor they would stick up too high and would prevent the cabinet door from close it was wast and i didn use it i recommend instead buy full knife set with holder and overal product dimens and do some thought measur,"[3, 5]",2.0,A1N1VOQXIZC58T,1341619200,B000EDUUFS,cullybug 10,"07 7, 2012",Make sure it'll fit inside your cabinet door.
it was too big to fit within ani of our cabinet door and wife wouldn let me mount it where it could be seen anyon for fish clean knive in the storag area,"[0, 3]",3.0,A1VM8FXNUN1DYO,1331683200,B000EDUUFS,JohnBoyToo,"03 14, 2012","Sure it is a fine product, but"
camco must make an item for even inconceiv storag problem in your rv this is perfect exampl of void that probabl did not need to be fill and actual i couldn find an appropri mount locat in my travel trailer so i gave it away cheap lesson learn,"[0, 1]",3.0,A1NZWSMU30OIEZ,1375833600,B000EDUUFS,Roger F.,"08 7, 2013",Too Many RV Specialty Items . . .
this doe inde store plastic bag few it is small enough to fit on the insid of cabinet door on my rv but it realli doesn hold mani bag and lead to the obvious question 34 whi spend the money 34 howev it doe work as advertis,"[0, 0]",3.0,A1JDCXLSJ1LU0H,1374537600,B000EDUUJO,alt,"07 23, 2013",Mostly useless but does what it advertises
we start with this one but were loath to drill into the door to secur it we tri doubl side tape but the plastic was warp and curv and would not stay this product is cheap in everi sens it doe not hold that mani bag and is bit of pain to use sinc it doe not hold that much and you realli have to push and pull to get the bag in and out we replac it with metal version that hang over the top of the door and is work much better,"[14, 14]",2.0,A275L12XC23G9I,1296518400,B000EDUUJO,Dr. Z,"02 1, 2011",Replaced with another
doesn hang veri secur to under sink door even when i gentl put bag in or out i have to hold it with my other hand worri it will come apart,"[0, 0]",2.0,A1SPU4VXN8E8AH,1389571200,B000EDUUJO,funstuff,"01 13, 2014",for camper
would i buy this again no here s whi i miss it but no where do they say these are sheep skin i may be wrong but suspect this one i got is domest goat skin smaller one i bought i have no doubt is pig skin sinc they are made in china this has made me realli compar and check them close sinc most chines product are inferior qualiti first the packag has 4 larg stapl that go through the skin everi layer and if you don open these care you will tear it sinc they doubl back on themselv some review report hole develop when use and i can believ that second no where doe this compani say it is lamb or sheep skin which lead me to believ it probabl is pig or domest goat skin or hors hide is it go to scratch my new car paint or hold up long good question i also bought the 2 foot one and have no doubt it s not sheep or lamb skin i ll review it later and probabl will never use it on my car paint sinc i fear it will scratch the new clear coat paint the 5 foot one is thin enough and buf fair well so it soft but i have the acm brand made in turkey also same size and those have instruct to wash with mild soap to remov excess cod oil befor use that s normal and when you do you will see the excess oil i use mild bar hand soap these detail s choic one don tell you that and if you compar them you can see differ in the amount of oil use when look at them unwash as an asid the chines made chamoi have had import restrict place on them in europ due to the inferior qualiti decept advertis etc but not those from turkey both of the detail s choic leather skin are cut nice and rectangular which show they come from larg skin now i don often write negat review but check what i m say by research on the net if i had done that first i would never have bought these yes i could return them but after deduct the return fee and ship it isn worth it i think of this mistak as lesson learn and would not recommend these nor buy them again other negat review are probabl right on the mark addendum after write this review while show these to my wife i laid them on dark bedspread mistak sinc they left ton of hide lint behind on it had to vacuum so i wash them with hand soap and water in sink and couldn believ the amount of hide lint in the water wash them twice then rins them three time and was still get larg amount of hide lint come off my wife saw that and said no way are you use those on my car haaa so my next step is to hang them out side after dri and use water hose to tri and stop the lint problem i m 69 year old and have use both synthet and natur chamoi for year and have never seen anyth to match this with that much lint come off no way to wax after use anoth negat review rate them as pos and believ he has that right never would buy again nor recommend to anyon hope this help someon not to make mistak,"[38, 44]",1.0,AB5X63CW9O0R6,1356134400,B000EFCPOK,Just A Buyer,"12 22, 2012","Detailer's Choice 10X02500 Genuine Leather Chamois, 5 Sq Ft-1 each"
this chamoi is veri thin and will not last long i purchas same item two month ago and is fall apart after purchas again realiz this chamoi is too thin and will not hold up with repeat usag,"[1, 1]",1.0,A94EFB6F2WH98,1353196800,B000EFCPOK,"Steve ""Steve""","11 18, 2012",Detailer's Choice Chamois
i got this funnel in prep for tranni fluid chang it s nice and almost fit the full tube but i had to modifi anoth funnel to be abl to fit it within the fill tube to not spill everywher for the price it s worth have around the garag,"[0, 0]",3.0,A2FUVS573BCFTH,1357344000,B000EH2SPO,"Tyson E. Widegren ""Jesus loves you""","01 5, 2013",Good idea but doesn't fit all fill tubes
it s of fair qualiti about the size and construct you d expect and veri use i wish i could find metal tin higher qualiti one of these,"[1, 4]",3.0,A3KBUTSIFX0K9V,1337212800,B000EH4V0Y,Steve,"05 17, 2012",It's What It Looks Like
purchas this for my garag but was disappoint the titl say this is smart charger but it is actual just big linear charger wors this charger never shut off so you can not leav it connect for long period of time so i took one star off for bad descript and one star for charger not be turn off the build qualiti is rather cheap so i took anoth star off for that overal not for me i will be send this unit back,"[0, 3]",2.0,AO377Z7UORPJ6,1335830400,B000EJQJ1G,"TheMountainMan ""TheMountainMan""","05 1, 2012",Not a smart charger!
at least my car was in the driveway when it decid not to start so it wasnt too bad i am now search on amazon for one with higher than 400 power it would not start my six cylind engin on my crossfir i think it will be ok in the other vehicl that have four cylind no way this would ever start v8 it was fulli charg just not enough oomph the k k model look interest but i am not excit about have to tend them while they are charg to prevent damag unit doe work well for power less tax thing though and the pump work well just wont start your car if you have six cylind or up in the end just use them for mobil compressor to air up tire until they all diedhop this help,"[1, 1]",2.0,A1JZFGZEZVWQPY,1239580800,B000EJS9IM,"Carter H ""1amazonreviewer@gmail . com""","04 13, 2009",Disappointing In The End
i am actual not comment on the filter but on the fact that the amazon site will tell you that this will fit your 2013 mazda 3 this is onli true if you do not have the skyactiv version of the mazda 3 the filter itself is fine howev i did end up have to go the dealer and get the 2013 skyactiv version and the seal along the top of the mazda version is much more flexibl almost like gasket,"[0, 0]",3.0,A22I55P15NSAOX,1403049600,B000EQ3EC6,"Two kids mom ""scienceteachermom""","06 18, 2014",DOES NOT fit 2013 Mazda 3 Skyactiv (the key here is the Skyactiv engine) at all.  This is slightly too big.
the price is great and the qualiti of the item is good mayb not quit oem qualiti but certain accept especi for the price for 2012 tucson though this product is not quit correct fit it is bit too wide and caus the cover to not snap on correct for other hyundai that have bit of wiggl room where the cabin air filter goe this would not be an issu the tucson has veri tight toler which requir perfect fit i got it to work but onli have the cover snap on one side so far no rattl or weird nois but i would prefer correct fit product,"[0, 0]",3.0,AL3G7RTXMGLDQ,1364169600,B000EQR990,E. Sikorski,"03 25, 2013",Good quality - not a perfect fit for 2012 Tucson
amazon realli need to check some of their cross refer chart this doe not it 2011 kia lx sorento,"[0, 1]",1.0,AWVTY3OBV3RZW,1338249600,B000EQR990,"nuffer ""nuff""","05 29, 2012",Doesn't Fit !!
i was look for good replac cabin air filter for my kia rio5 as i read in the manual that you had to replac the air filter everi 12 month i thought would give this tri i found you tube video with instruct on how to replac it the filter fit just fine the onli complaint i have is that it doesn absorb filter the odor from outsid the car you can smell everyth just like if you had the window wide open next time i m go to tri the fram fresh breez,"[1, 1]",3.0,A28TVBEH7FWGPC,1351209600,B000EQR990,Raoolio,"10 26, 2012",It doesn't eliminate odors!
i had the opportun to use this product today when i pick up nail in my motorcycl tire i plug the tire and then ran this littl pump and it pump my tire right up and away i went home,"[0, 0]",3.0,ANUCUDKICEW1N,1353801600,B000ET9SB4,Bob Elmore,"11 25, 2012",Tired inflater
it doe the trick easi to use and not onli give the obd2 code but also the name for the code so you have some idea of the problem befor you research it when i follow the web link through the softwar for more inform it ask for vin and licens number and had some 15 diagnost question i was expect more complet analysi after go through all that but found it want 9 95 for more comprehens report that would includ possibl caus and troubleshoot info which you can find on other web site through search engin i would have like the product to includ concis quick start guid and for the user manual to includ list of code and brief descript i didn find the document to be user friend if all you want is tool to read the code this is the tool for you to make the result use you ll need to research the code on the internet,"[3, 3]",3.0,A11VLLTEZX2L0V,1227571200,B000EVWDAK,Oak Brook,"11 25, 2008",Does what it's supposed to
so happi to receiv it sooner than i thought got veri disappoint with all miss stuff in the box manual etc,"[1, 1]",2.0,A1JCH1CT71RROY,1367539200,B000EVWDAK,ramjr,"05 3, 2013","after reading all great reviews, ordered & received with missing repair solution software, understanding obd2 video, manual, wrt"
well to start this unit seem well built has littl weight to it so i think it built good i onli use it onc becaus it has one poor design issu it dont light up no light led screen monitor like doin etch scetch in the old day lol all fair they left it out so you would buy the higher model i guess strang part is most of the cheap reader this compani make seem to have light display i live in an area were it dark at 5pm in the colder part of the yr i need light if you dont have sight issu or if you dont care if you have to hold flash light while look at code then go for it i return it and bought the 1403 it doe more anyway if you do get the upper model be prepar to get rs232 to usb adapt plug for them not sure whi these are not updat to usb hope this help most peopl dont seem to care about the light but it make such big differ,"[2, 3]",3.0,ADX4D1J3CD17J,1283644800,B000EVWDAK,Told You So,"09 5, 2010",Just returned unit...No lighted keypad!
tri unit out when i first bought it everyth seem ok did not use for month and then when i tri it again background light no longer work onli use it onc prior to light burn out too late to return unit with incur ship cost,"[14, 18]",1.0,A3VY9YIPPDQEWD,1228780800,B000EVWDU0,Bill,"12 9, 2008",Backlight no longer working
if the charg system is complet dead and the engin is run on batteri voltag onli this monitor will display green as in everyth is okay as it it goe into batteri check mode while the low display voltag will tell you someth is definit wrong with the charg system the green light can be littl mislead,"[0, 0]",3.0,AMN5A386K9OK9,1396742400,B000EVWDU0,Chu,"04 6, 2014","Works well as a battery checker, but not so well as an charging system checker."
i give it 2 star becaus of the follow 1 it stick out by about 4 inch from the dash so it veri ackward to leav it in the dash2 it will stay on even when the car is complet turn off3 i call the manufactur and ask them the current draw they search and could not tell meso base on the abov point i have to give it 2 star i don feel comfort leav it plug in all the time as it might drain my batteri but if you want to use it as tester from time to time it will work veri well,"[0, 1]",2.0,A2T9ECMEHSAIG5,1402876800,B000EVWDU0,Dieselboy,"06 16, 2014",Not so good
first of all the unit show you voltag with total of 4 digit second onc the car is start you get circlu arrow in the left top corner of the display indic that charg is occur howev this is static icon it doe not rotat as at least i would have except you also get bar on the right side of the display show the batteri charg level and 3 light indic at the bottom and in case you should forget i guess they even ad littl batteri icon in the display howev i serious question the accuraci of these unit this is the second one when plug in my van has multipl outlet i check on 4 of them the unit show 11 4 volt and red light wow never had an issu with my batteri nor charg system start the car which it did fine unit show 14 8 volt realli i went to the shop and had everyth check my high output altern 120 amp was work abov manufactur s spec my 1000 cold crank amp batteri is in excel condit i exchang the unit the replac show the same odd number now the manual you can download from equus wich doe not come with the unit state issu like that there could be dirti batteri termin etc etc i had the shop check the voltag on my cigarett lighter which regular voltmet and it show complet differ number we even hook up the car charger which went into float charg mean batteri is full within 2 minut the onli reason to have this monitor would be to well monitor your batteri for this you need accur read and i can not see these on this unit,"[8, 14]",2.0,A2S05YVU3ROQN1,1289865600,B000EVWDU0,Indiana Consumer,"11 16, 2010",Questionable
i m not sure how accur this thing is i have new batteri but this will show less than 12v after few hour with the engin off it will howev show over 14v after the engin is start i would assum if it stay consist that you can tell if there is problem at some point in the futur i think this is more use than the factori gaug i would recommend get this type of voltag meter if your batteri is get old,"[0, 3]",3.0,AF5ETZ8HTFJVW,1329609600,B000EVWDU0,Randy,"02 19, 2012",Might Keep You Out of Trouble
i have 8 car big famili and tri everi car even one that have had brand new batteri this thing show red for basic all of them dunno whi so i don see how help this thing is or reliabl,"[1, 1]",3.0,AA045E1DFI68X,1354060800,B000EVWDU0,Yotoy,"11 28, 2012",I don't understand all the positive fuss
innova 3030 diagnost code reader for obdii vehiclesi purchas this product last month and i don know whi it read your on board comput alright but if you want detail report of problem you might be have with your check engin light on they charg you fee for complet detail report autozon advanceauto and carquest will test your vehicl free of charg and will provid you with detail report for free the fleec of america continu by onlin compani amazon shame of you,"[3, 7]",1.0,A3Q72JUMCBI9WK,1344470400,B000EVYGQY,bulldog,"08 9, 2012",FLEECING OF AMERICA
i m surpris so mani peopl give this high mark to me it seem like noth but come on to get you to buy 20 month websit servic with which to interpret the read,"[0, 0]",2.0,A3SLC8F6VIWXIR,1388880000,B000EVYGQY,"John T. Horner ""jthorner""","01 5, 2014",Pretty Lame if you don't buy the online extra website access
the equus 3320 auto rang digit multimet i bought is handi reason price meter for general use around the hous or boat,"[2, 4]",3.0,A3L1VJMHFWONCB,1271894400,B000EVYGZA,"CDP ""Double00Buck""","04 22, 2010",Equus 3320 Auto-Ranging Digital Multimeter
batteri test light quit work after after two or three time use it don wast your,"[0, 0]",1.0,A2LUV1LNOEBRGW,1403654400,B000EVYGZA,Claudia Bea Ehrlich,"06 25, 2014",Don't waste your $$
i am not impress with this multimet the control are not intuit to anyon who is use to use multimet the batteri check function is just gimmick i am not comfort with meter that alway show read even when not connect to anyth,"[0, 1]",2.0,AUZINV544Y1ZC,1382486400,B000EVYGZA,RDR,"10 23, 2013",Mildly confusing
purchas this as just in case and alreadi use it on friend s car it is veri easi to insert not requir to remov the wheel to get enough leverag compar to tradit tool the thread can feel littl thin for some punctur,"[1, 1]",3.0,A7Y8QRB01IFXH,1337212800,B000EXSER4,PK,"05 17, 2012",Used once already
after live in downtown los angel for over 2 year i have had about 5 bout of tire leak due to punctur befor i found out about this product i use the tradit diy method of repair my tire with tradit kit you know the kind you can get at pep boy or autozon it was alway an exhaust time consum process i m not veri strong person and most of the punctur were with small object pallet nail stapl imagin have to stuff thick dull rasp tool through extrem thick tire tread not fun mani time i felt like give up also thread thick rubber embed cord through veri thin slot was alway difficult too alway end up have to use needl nose plier to pull it through requir sever tri along come this product i use this on my latest repair and it was simpli amaz wow slick it up insert the littl plug into the tool slick up the tool and hole with some more spit and push it in the tool is smooth and goe in with way less effort pull it out and snip the remaind done by veri larg margin the absolut easiest tire repair tool you will ever use for extrem small hole it can still requir bit of effort but no where near the unimagin effort that would have been requir of the typic rasp and thread end tool just be sure to use spit water doesn work near as well summari pros make repair the smallest leak much easier fast can repair tire in half the time some have even repair their tire without remov them perman dynaplug have been approv in europ for perman tire repair use way less strength onli singl tool and it is veri thin conveni storag in handl for extra plug and the pipe cleaner there is enough room to even store coupl of small alchohol swab in it can be use to repair previous tradit plug that have fail fool proof awesom design allow you to push the tool in all the way and pull out tradit plug can be push in too far or not far enough can repair other fail patch versatil dynaplug can be appli multipl time to the same hole to repair larger hole con the tool may get dirti on the insid and be hard to insert addit plug in the same session the tool come with felt pipe cleaner which can be dab in alcohol to clean the insid best way to avoid this is to ensur the plug and tool is well lubric i am truli thank to the inventor of this amaz littl tool it has enabl weaksauc like me to fix tire in matter of second verdict high recommendedupd 4 24 2013 sinc januari 11 2012 this product is suitabl for emerg patch but i have deem them not good enough for perman repair for two reason 1 the brass tip are not secur onto the plug strong enough they can pop off just by tug on the plug slight becaus of this i have had sever brass tip fall into the tire and caus rattl from insid the wheel at high speed or when make turn it s veri annoy 2 i read somewher that these plug were good enough for perman repair and assum it s for the reason that the brass tip keep the plug from come back out that would be true onli if the brass tip are secur tight to the plug but for this reason they are function not ani better than tradit plug for hold in air their onli benefit is their size which make it easi to plug smaller hole the downsid is that for larger hole you have to use mani of them and each time you insert new plug there is high possibl that the insert may push on an exist tip and caus it to come loos the follow photo was sent to me by my dealership when i complain of loud click nois come from the rear wheel https sphoto xx fbcdn net hphoto frc1 400750 10151554978947590 716723726 n jpgfor this reason i revis my recommend to recommend for emerg onli howev i have lower the review to 3 star,"[16, 16]",3.0,A9X2MLWQOALBW,1326240000,B000EXSER4,S. Dang,"01 11, 2012",You'll wish you knew about this sooner.  Simply awesome product.
ok yes i know this should keep everyth in place and tight but doesn look veri tight and it has lot of play in it not my time,"[0, 0]",2.0,AL3F5YDT1M47D,1397260800,B000F285EG,Iggy,"04 12, 2014",I should use tight wraps
not bad handl keeper stop it from rattl but the last one i had was tighter fit this one is looser so i m not sure how well it will work,"[0, 0]",3.0,AB3Y9FA5ALTK2,1384732800,B000F285EG,Pugsly,"11 18, 2013",Okay but a loose fit on my HL-605
i don like the idea of keep my top clamp clevi orient straight up when use the hi lift jack becaus this handl keeper will slide down and get in the way of the jack handl when use the hi lift jack it doe good job at hold the handl in place dure transport etc i want to keep the top clamp clevi rotat so the jack wouldn be so long when store in my truck bed i have 6 bed and i have the 60 34 jack,"[0, 0]",3.0,AN30G4IKL1BMZ,1356825600,B000F285EG,Stanward S. M. Oshiro,"12 30, 2012",Need to keep Top Clamp Clevis oriented to hold this keeper when jack in use!
as note in the titl the bar is solid the lock bodi is some sort of resin which seem like good blow with solid hammer could break apart the lock mechan itself is decent and the unit function just fine i just don think it is worth the cost if buy one again i would choos more durabl product for the price it look solid from distanc and perhap that serv as deterr too,"[2, 4]",3.0,A2PB7V0BBJ30QP,1356307200,B000F3RYGA,"Jim ""James""","12 24, 2012","solid lock bar, lightweight lock body seems easy to break"
my petit wife stand at 5 3 in her 50s cut through the top portion the harden steel portion of the lock in 75 minut with hand saw blade imagin what power tool would have done through this lock i can recommend it,"[1, 5]",1.0,A2AEZQ3DGBBLPR,1382745600,B000F3RYGA,Ragnar Danneskjld,"10 26, 2013",Was cut open in 75 minutes.  With a hand saw.  By a woman.
i just got two of these for my avalanch they are veri load and easi to hook up and mount i had to come back and edit my review becaus one has blown out and the other one sound funni w o both work i just order new horn and tri to mount in differ spot i was unawar you can not mount these in oem posit eved they are not water proof soo i will be replac with differ horn,"[13, 17]",1.0,A27A3VQITXJ4LB,1317772800,B000F5DQWY,"richierich 59 ""richierich""","10 5, 2011","sorry,but not waterproof"
i use this stuff quit bit in my mobil detail busi the result you ll get is all about how discolor the area to be treat is b the amount of discolor variat on the area treat c the prep work and d realist expect if and b are fair bad to omg that look aw and i can stand it anymor to be frank the cleaner includ isn so great especi if there is relat heavi wax silicon sealant build up on the area to be treat my recommend would be to first use the provid cleaner as direct then after rins and allow to dri usegriot s garag 11071 rubber prep 16 oz as direct then bear with me clean again with the cleaner provid by forev black then and in my opinion onli then will you have proper prep surfac to appli the forev black dye to be frank if there is circumst in which the forev black dye can onli be appli onc one layer with satisfactori result even after all of the abov prep work i ve just never run into it for one the applic is over porous foam foam hold air air make bubbl bubbl make imperfect in the applic second you ve got to have next to perfect new trim to start with for this product to not streak and even then it streak bit in the end sever weather trim will need about 6 or 7 pass for the peopl who are will to buy this stuff to be happi even though i use forev black quit bit i m onli give it three star for the follow reason 1 the cleaner provid is not good 2 forev black the compani absolut must know that the applic is sub optim 3 unless your car is new or next to new there is no way at all not even close no chanc that one bottl of dye treat 4 6 car in fact you will be lucki to get all of the rubber plastic and vinyl all the way around singl mid size sedan with one bottl of dye as point of refer one bottl of dye is exact the perfect size to treat all of the rubber plastic and trim on sever weather 2000 bmw 323i happi detail ajbest auto detail comp s i want to add that when use the dye it is imper to resist the temptat to appli more and more dye to fix the streak prior to each applic layer have had chanc to dri if you do this it will flake off sooner or later especi if the surfac wasn prep as describ abov,"[65, 66]",3.0,A191OYZR0NJUFF,1356048000,B000FOIJXQ,AJ,"12 21, 2012",Forever Black Review From A Pro Detailer
i bought this to do some reviv on some plastic i actual wrote small articl in diy forum for ram truck it look good at first but 3 month later all the black has come off this doesn seem to trueli be dye more of paint on color i clean and prep everyth well and don believ that to be the issu,"[2, 3]",2.0,A13XP8Y6A33IVB,1364256000,B000FOIJXQ,Bronco628,"03 26, 2013",Initially good
i follow the instruct to the on my 10 wrangler i let it dri 3 4 hour between three coat the first time it rain the finish spot up and look terribl veri disappoint,"[9, 10]",1.0,A280OHBQPWMN9D,1324684800,B000FOIJXQ,Jared,"12 24, 2011",Did not work.
this tool is design to get behind the lip of dynam oil seal without have to remov the shaft or disassembl an entir gearbox to be abl to drive it out from behind it work by have thin hook that you can work under the lip of the seal and then you use the handl to lever it out as labor save devic it work pretti well howev the hook has to be thin enough to be abl to wiggl between the seal lip and the shaft and be that thin it isn terribl strong there is reason spare hook come with the tool i would not classifi this as my tool of choic for seal remov so much as special use tool that you pull out to turn 2 hour r r job into 15 minut one and for that it work well the hook is just too delic for continu use and will break sooner or later i have not price replac hook yet i still have one good one mayb if they were super cheap i would rate it 4 star as it is i have troubl rate it over 3 star when i broke the hook on the 3rd or 4th seal i tri it on to be fair i just tri lever it out and mayb if i was be littl more care it might not have happen,"[1, 2]",3.0,A178FYDM3K4TE8,1360627200,B000FPYW4K,J. Bruha,"02 12, 2013",OK for its intended use
i bought this for the wrong jeep so i return it anyway but it seem veri flimsi to me screwdriv could easili get this mechan open,"[0, 0]",2.0,A1KY6OX5IXBDZ1,1395878400,B000FVDJ5M,Kenny,"03 27, 2014",Not great
not bad but i had to do some tweak for it to work on my 2010 wrangler i snap out the current hous and had to take my saw and cut slit in it so the lock mechan could actual lock shut it would not have work other wise,"[0, 0]",3.0,A1SV7ACF6344RC,1374451200,B000FVDJ5M,poodleville,"07 22, 2013",not bad but had to tweak
